9694,1020174,2035350,3048579,4060071,5072201
13103,1026578,2044960,3057235,4068449,5082131
9661,1022303,2034405,3046053,4057273,5067425
14526,1031640,2052103,3083201,5121959,4105309
11290,1023464,2035961,3045851,4059496,5072334
10522,1021338,2032012,3043812,4055379,5065596
9557,1021526,2034465,3051503,4071554,5086177
13029,1023510,2038058,3049571,4059162,5073429
12048,1023288,2035392,3045639,4060436,5071537
