8888,1019004,2033207,3044998,4052937,5062547
8192,1017185,2026786,3035847,4046311,5055792
9355,1021551,2030441,3038647,4047688,5062694
12172,1023355,2035797,3047583,4058453,5069606
7688,1016481,2024370,3035015,4041334,5050326
10955,1028206,2041723,3050770,4060088,5069818
8343,1018611,3036648,2028512,4044889,5053843
9124,1018295,2026467,3036316,4046107,5052585
12815,1029138,2044626,3062455,4078073,5093442
8325,1017546,2027657,3040307,4047080,5055517
