3,0.040
9,0.035
9,0.035
10,0.035
10,0.035
10,0.035
10,0.035
10,0.035
10,0.035
10,0.035
10,0.035
1,0.117
1,0.117
1,0.117
5,0.076
5,0.076
6,0.075
6,0.075
6,0.075
6,0.075
7,0.075
7,0.075
7,0.075
8,0.074
8,0.074
9,0.073
9,0.073
10,0.073
10,0.073
10,0.073
10,0.073
1,0.204
1,0.204
2,0.171
2,0.171
2,0.171
2,0.171
2,0.171
2,0.171
3,0.160
3,0.160
3,0.160
3,0.160
3,0.160
4,0.153
4,0.153
4,0.153
4,0.153
5,0.150
5,0.150
5,0.150
5,0.150
5,0.150
6,0.154
6,0.154
6,0.154
6,0.154
7,0.151
7,0.151
8,0.149
8,0.149
8,0.149
8,0.149
9,0.150
9,0.150
9,0.150
9,0.150
10,0.148
10,0.148
10,0.148
10,0.225
6,0.306
6,0.306
6,0.306
6,0.306
6,0.306
6,0.306
6,0.306
7,0.303
7,0.303
7,0.303
7,0.303
7,0.303
7,0.303
7,0.303
8,0.301
8,0.301
8,0.301
8,0.301
9,0.298
9,0.298
9,0.298
9,0.298
10,0.295
10,0.295
10,0.295
10,0.295
10,0.295
10,0.295
10,0.295
10,0.295
10,0.295
8,0.389
8,0.389
8,0.389
8,0.389
8,0.389
9,0.385
9,0.385
9,0.385
9,0.385
9,0.385
9,0.385
9,0.385
9,0.385
9,0.385
9,0.385
9,0.385
10,0.384
10,0.384
10,0.384
2,0.521
2,0.521
2,0.521
2,0.521
2,0.521
2,0.521
2,0.521
2,0.521
2,0.521
2,0.521
2,0.521
2,0.521
2,0.521
3,0.497
3,0.497
3,0.497
3,0.497
3,0.497
3,0.497
3,0.497
3,0.497
3,0.497
4,0.484
4,0.484
4,0.484
4,0.484
4,0.484
4,0.484
5,0.471
5,0.471
5,0.471
5,0.471
5,0.471
5,0.471
5,0.471
5,0.471
5,0.471
5,0.471
6,0.462
6,0.462
6,0.462
6,0.462
6,0.462
6,0.462
6,0.462
7,0.460
7,0.460
7,0.460
7,0.460
7,0.460
7,0.460
7,0.460
7,0.460
7,0.460
7,0.460
7,0.460
8,0.456
8,0.456
8,0.456
8,0.456
8,0.456
8,0.456
8,0.456
8,0.456
8,0.456
8,0.456
9,0.452
9,0.452
9,0.452
9,0.452
9,0.452
9,0.452
9,0.452
9,0.452
9,0.452
9,0.452
9,0.452
9,0.452
9,0.452
10,0.447
10,0.447
10,0.447
10,0.447
10,0.447
10,0.447
10,0.447
10,0.447
